"filename","Bad Exposure","Bad White Balance","Bad Saturation","Noise","Haze","Undesired Blur","Bad Composition"
ava_cityscapes_1496.jpg,0.0,0.0,-0.3125,0.13636363636363635,0.09090909090909091,0.4318181818181818,0.5833333333333334
ava_landscapes_1986.jpg,0.0,0.0,0.05555555555555555,0.1388888888888889,0.0,0.1,0.2
ava_food_0916.jpg,0.375,0.0,0.1,0.05,0.05555555555555555,0.05,0.0
5K_C_0221.jpg,0.0,0.0,-0.03125,0.08333333333333333,0.0625,0.1388888888888889,0.8333333333333334
5K_C_2906.jpg,0.75,1.0,0.125,0.5681818181818182,0.13636363636363635,0.425,0.3
5K_C_0096.jpg,0.0,0.0,0.0,0.0,0.03125,0.027777777777777776,0.0
ava_family_1805.jpg,0.0,0.0,-0.9444444444444444,0.075,0.027777777777777776,0.05,0.125
5K_C_3561.jpg,0.25,0.0,0.2,0.045454545454545456,0.0,0.18181818181818182,0.08333333333333333
ava_seascapes_0117.jpg,0.0,0.0,0.0,0.1388888888888889,0.1111111111111111,0.075,0.2
ava_food_0712.jpg,0.125,0.0,-0.05,0.075,0.0,0.05,0.0
ava_family_1465.jpg,0.0,0.0,-0.075,0.027777777777777776,0.0,0.027777777777777776,0.125
ava_landscapes_0520.jpg,0.0,0.0,0.2222222222222222,0.075,0.0,0.0,0.0
HDR_final_0510.jpg,0.7,0.0,0.375,0.125,0.022727272727272728,0.06818181818181818,0.08333333333333333
HDR_final_1139.jpg,0.08333333333333333,0.0,0.05,0.045454545454545456,0.022727272727272728,0.045454545454545456,0.25
ava_blur_0188.jpg,0.0,0.0,0.25,0.045454545454545456,0.05,0.7272727272727273,0.875
ava_sky_0583.jpg,0.2,0.0,0.1875,0.1111111111111111,0.03125,0.08333333333333333,0.0
ava_family_0229.jpg,0.0,0.0,0.022727272727272728,0.025,0.0,0.0,0.1
ava_family_0960.jpg,0.0,0.0,-0.8888888888888888,0.025,0.0,0.0,0.1
5K_Auto_2474.jpg,0.16666666666666666,0.0,-0.0625,0.1111111111111111,0.0,0.05555555555555555,0.16666666666666666
5K_C_2458.jpg,0.16666666666666666,0.0,-0.35714285714285715,0.08333333333333333,0.10714285714285714,0.03125,0.5
ava_seascapes_0387.jpg,0.1,0.0,0.5,0.05555555555555555,0.1111111111111111,0.125,0.2
ava_blur_0423.jpg,0.08333333333333333,0.0,0.075,0.05,0.05,0.475,0.3333333333333333
ava_seascapes_0475.jpg,0.1,0.0,0.32142857142857145,0.05555555555555555,0.027777777777777776,0.05,0.2
HDR_auto_1361.jpg,0.08333333333333333,0.0,-0.06818181818181818,0.09090909090909091,0.1590909090909091,0.06818181818181818,0.2
ava_seascapes_0208.jpg,0.2,0.0,0.0,0.05555555555555555,0.05555555555555555,0.1,0.3
5K_C_0986.jpg,0.0,0.0,0.0,0.05555555555555555,0.03571428571428571,0.08333333333333333,0.5
ava_sky_0389.jpg,0.16666666666666666,0.0,0.4166666666666667,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.0
ava_landscapes_1255.jpg,0.125,0.0,0.32142857142857145,0.027777777777777776,0.0,0.0,0.25
ava_sky_0190.jpg,0.0,0.0,-0.25,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.0
ava_landscapes_0847.jpg,0.125,0.0,0.1388888888888889,0.1,0.027777777777777776,0.05,0.125
5K_C_4220.jpg,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,0.0,0.1
ava_seascapes_0295.jpg,0.0,0.0,0.125,0.1111111111111111,0.027777777777777776,0.05,0.3
ava_food_0261.jpg,0.0,0.0,0.525,0.025,0.0,0.05,0.1
HDR_final_1241.jpg,0.16666666666666666,0.0,0.1111111111111111,0.045454545454545456,0.022727272727272728,0.06818181818181818,0.25
HDR_final_1045.jpg,0.0,0.0,-0.06818181818181818,0.045454545454545456,0.09090909090909091,0.1590909090909091,0.3333333333333333
5K_Auto_2068.jpg,0.6666666666666666,0.0,0.4583333333333333,0.2222222222222222,0.05555555555555555,0.3888888888888889,0.5
ava_family_1935.jpg,0.1,0.0,-0.8055555555555556,0.05,0.0,0.025,0.125
HDR_final_1999.jpg,0.0,0.5,0.3055555555555556,0.13636363636363635,0.0,0.045454545454545456,0.16666666666666666
HDR_final_1722.jpg,0.0,0.0,0.18181818181818182,0.045454545454545456,0.06818181818181818,0.09090909090909091,0.08333333333333333
ava_food_0518.jpg,0.0,0.0,0.16666666666666666,0.027777777777777776,0.0,0.05,0.3
ava_food_0988.jpg,0.375,0.0,-0.84375,0.0,0.05555555555555555,0.025,0.0
5K_Auto_0644.jpg,0.9,0.5,-0.3055555555555556,0.20454545454545456,0.11363636363636363,0.1590909090909091,0.3333333333333333
ava_sky_0322.jpg,0.0,0.0,0.1875,0.08333333333333333,0.0,0.05555555555555555,0.0
ava_seascapes_0223.jpg,0.3,0.5,-0.041666666666666664,0.125,0.1388888888888889,0.05,0.3
ava_cityscapes_0466.jpg,0.16666666666666666,0.0,0.18181818181818182,0.06818181818181818,0.022727272727272728,0.045454545454545456,0.0
5K_Auto_2300.jpg,0.16666666666666666,0.0,-0.09375,0.3333333333333333,0.0,0.1111111111111111,0.5
ava_landscapes_0896.jpg,0.0,0.0,-1.0,0.1,0.0,0.0,0.0
5K_Auto_1208.jpg,0.0,0.0,-0.022727272727272728,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.16666666666666666
HDR_auto_1869.jpg,0.3333333333333333,0.5,-0.2,0.11363636363636363,0.1,0.022727272727272728,0.08333333333333333
ava_family_0164.jpg,0.0,0.0,-0.9722222222222222,0.1388888888888889,0.0,0.05,0.0
ava_cityscapes_1841.jpg,0.0,0.0,0.11363636363636363,0.09090909090909091,0.045454545454545456,0.075,0.4166666666666667
5K_Auto_0449.jpg,0.08333333333333333,0.0,-0.15625,0.045454545454545456,0.0,0.022727272727272728,0.16666666666666666
HDR_final_0133.jpg,0.16666666666666666,0.0,0.09090909090909091,0.025,0.0,0.09090909090909091,0.16666666666666666
HDR_final_1859.jpg,0.08333333333333333,0.0,-0.045454545454545456,0.09090909090909091,0.0,0.045454545454545456,0.1
ava_family_0371.jpg,0.0,0.0,0.06818181818181818,0.025,0.0,0.025,0.1
ava_food_0970.jpg,0.375,0.0,-1.0,0.0,0.0,0.025,0.0
5K_Auto_0451.jpg,0.0,0.0,0.125,0.1590909090909091,0.0,0.022727272727272728,0.1
ava_cityscapes_1709.jpg,0.0,0.0,0.4444444444444444,0.06818181818181818,0.022727272727272728,0.1,0.4166666666666667
ava_landscapes_1430.jpg,0.5,0.0,0.0,0.1111111111111111,0.05555555555555555,0.025,0.0
5K_Auto_0081.jpg,0.0,0.0,-0.25,0.09090909090909091,0.175,0.05,0.0
HDR_final_1424.jpg,0.08333333333333333,0.0,0.09090909090909091,0.045454545454545456,0.022727272727272728,0.06818181818181818,0.16666666666666666
5K_C_3979.jpg,0.0,0.0,-0.06818181818181818,0.09090909090909091,0.1590909090909091,0.06818181818181818,0.08333333333333333
ava_sky_0731.jpg,0.0,0.0,-0.09375,0.027777777777777776,0.03125,0.05555555555555555,0.3333333333333333
HDR_auto_0610.jpg,0.08333333333333333,0.0,-0.1590909090909091,0.13636363636363635,0.0,0.06818181818181818,0.08333333333333333
ava_landscapes_1169.jpg,0.375,0.0,-0.07142857142857142,0.1388888888888889,0.08333333333333333,0.19444444444444445,0.125
5K_C_2063.jpg,0.0,0.0,0.125,0.1111111111111111,0.07142857142857142,0.2222222222222222,0.5
ava_landscapes_0360.jpg,0.125,0.0,-0.5,0.025,0.0,0.025,0.875
ava_cityscapes_0194.jpg,0.08333333333333333,0.0,-0.0625,0.09090909090909091,0.022727272727272728,0.06818181818181818,0.25
ava_sky_0124.jpg,0.0,0.0,0.25,0.08333333333333333,0.05555555555555555,0.1111111111111111,0.0
HDR_final_1229.jpg,0.0,0.0,-0.022727272727272728,0.045454545454545456,0.06818181818181818,0.06818181818181818,0.16666666666666666
ava_cityscapes_0538.jpg,0.0,0.0,0.06818181818181818,0.35,0.1,0.06818181818181818,0.25
5K_C_0292.jpg,0.0,0.0,0.09375,0.027777777777777776,0.0,0.05555555555555555,0.0
