Filename,DOF Blur
train/2116451059_fd443bda65.jpg,0.0
new_train/5K_C_4566.jpg,1.0
new_train/ava_family_1087.jpg,0.0
train/2952281399_c0efe8bee4.jpg,0.0
new_train/ava_seascapes_0122.jpg,0.0
new_train/ava_blur_0014.jpg,0.0
train/1111156068_d649f76df3.jpg,0.0
new_train/5K_C_1562.jpg,0.0
new_train/5K_Auto_1718.jpg,0.0
train/2428566996_1460d5c838.jpg,0.0
new_test/ava_cityscapes_0270.jpg,0.0
train/13955982543_ac3a01de95.jpg,0.0
train/3720268757_5d35dbe74d_b.jpg,0.0
new_train/HDR_auto_0186.jpg,0.0
train/2051381036_ac596755a0.jpg,0.0
train/9094507404_278cdc1f19.jpg,1.0
new_train/HDR_auto_0945.jpg,0.0
train/82081177_d2b84f3cf0_b.jpg,0.0
new_train/5K_Auto_1501.jpg,0.0
new_train/5K_C_3770.jpg,0.0
new_train/ava_family_0433.jpg,0.0
new_test/ava_family_0215.jpg,1.0
new_train/ava_food_0951.jpg,0.0
train/12774078924_dacd1b052a.jpg,0.0
new_train/ava_landscapes_0936.jpg,0.0
train/65253447_24d396a151.jpg,0.0
train/157040252_e36a60ba38.jpg,0.0
new_train/ava_blur_0215.jpg,0.0
new_train/ava_cityscapes_1530.jpg,0.0
train/5100730710_a72ced079c.jpg,0.0
new_test/ava_cityscapes_1825.jpg,0.0
new_train/HDR_auto_1853.jpg,1.0
new_train/5K_Auto_0891.jpg,1.0
new_test/ava_family_1081.jpg,0.0
new_train/ava_sky_0266.jpg,0.0
test/3457762732_37464fa0e8.jpg,0.0
new_train/ava_seascapes_0082.jpg,0.0
train/5377362581_9a16811467.jpg,0.0
new_train/ava_family_0362.jpg,1.0
new_train/ava_landscapes_1787.jpg,0.0
train/12025749214_021664909c.jpg,0.0
train/1817286050_f2d709a52e.jpg,0.0
new_train/5K_C_1754.jpg,1.0
train/8010160977_b73d481a7d.jpg,0.0
new_train/ava_seascapes_0585.jpg,0.0
test/10165476386_6646be1d67.jpg,0.0
new_test/5K_Auto_1997.jpg,0.0
new_train/ava_blur_0345.jpg,0.0
new_train/5K_Auto_1132.jpg,0.0
new_train/ava_sky_0110.jpg,0.0
new_train/ava_seascapes_0561.jpg,0.0
train/8146308500_3732097ab2.jpg,0.0
new_train/ava_seascapes_0017.jpg,0.0
train/9323167004_28cb3a9265.jpg,0.0
train/6015693500_c60cfb8461.jpg,1.0
train/4932192647_36672d23e6.jpg,0.0
new_train/5K_Auto_1699.jpg,1.0
new_train/5K_C_1369.jpg,0.0
new_train/5K_C_2769.jpg,0.0
test/27481251251_d9dc79684a_b.jpg,0.0
new_train/ava_blur_0161.jpg,0.0
train/7320591452_0e02181c2e.jpg,0.0
train/2462961104_0b3deefe98.jpg,0.0
train/6204875920_f78dea1828.jpg,0.0
new_train/ava_landscapes_1340.jpg,0.0
new_train/ava_landscapes_1795.jpg,0.0
new_train/5K_C_4136.jpg,0.0
new_test/ava_landscapes_0267.jpg,0.0
new_train/ava_cityscapes_1297.jpg,0.0
new_train/5K_Auto_1270.jpg,0.0
new_train/ava_family_0195.jpg,0.0
new_train/ava_landscapes_1542.jpg,0.0
new_train/ava_sky_0334.jpg,0.0
train/4610872234_992358b81f.jpg,1.0
new_train/5K_C_2273.jpg,1.0
new_train/ava_cityscapes_0003.jpg,0.0
new_train/HDR_auto_0473.jpg,0.0
new_train/5K_C_1109.jpg,0.0
new_train/ava_sky_0328.jpg,0.0
test/5556156664_ac17015e10_b.jpg,1.0
test/2710860379_937dac12c6.jpg,1.0
test/77066292_b3bc484cc1.jpg,0.0
new_train/5K_Auto_2309.jpg,0.0
train/4785954044_19e61f02db.jpg,0.0
new_train/HDR_auto_1268.jpg,0.0
new_train/5K_C_0378.jpg,0.0
train/3828535612_0f1fac5cd0.jpg,0.0
new_train/ava_family_1131.jpg,0.0
train/64340203_70ae4944c2.jpg,0.0
new_train/HDR_auto_0807.jpg,0.0
new_train/ava_sky_0403.jpg,0.0
new_train/5K_Auto_2370.jpg,0.0
new_train/HDR_final_1069.jpg,0.0
new_train/ava_landscapes_0406.jpg,0.0
new_train/HDR_auto_1578.jpg,0.0
new_test/ava_sky_0213.jpg,0.0
train/3207463292_31c6fee4e3.jpg,0.0
new_train/5K_C_4708.jpg,0.0
test/191309105_97c7bf0620.jpg,1.0
train/6207496604_f5bf8ff4d9.jpg,0.0
new_train/ava_family_0646.jpg,0.0
new_train/ava_cityscapes_1116.jpg,0.0
new_train/ava_family_1660.jpg,0.0
train/4161242919_9432dd8e8f.jpg,0.0
new_train/HDR_final_1417.jpg,0.0
train/4223052443_4c4d73b49f.jpg,0.0
new_train/ava_cityscapes_0955.jpg,0.0
new_train/5K_Auto_1850.jpg,0.0
new_test/5K_C_1835.jpg,0.0
train/6953955039_a2181bc9a1.jpg,1.0
train/6912906308_4eed062c39.jpg,0.0
new_train/HDR_final_1941.jpg,0.0
new_train/HDR_auto_0372.jpg,0.0
new_train/ava_cityscapes_0167.jpg,0.0
new_train/ava_food_0387.jpg,0.0
new_train/ava_landscapes_0166.jpg,0.0
new_train/ava_food_0169.jpg,0.0
train/3580571936_7ace86161c.jpg,0.0
train/226744453_08cde11c11.jpg,1.0
train/3980489905_12f74fbdf2.jpg,0.0
new_train/HDR_final_0166.jpg,0.0
train/166255094_9054920694.jpg,0.0
new_test/5K_Auto_0595.jpg,0.0
new_test/HDR_final_0906.jpg,0.0
new_train/5K_C_4696.jpg,0.0
new_train/HDR_final_0976.jpg,0.0
new_train/ava_landscapes_1760.jpg,0.0
new_train/HDR_final_0444.jpg,0.0
new_train/5K_Auto_0466.jpg,0.0
train/8945376340_3bcdb107fb.jpg,0.0
new_train/ava_landscapes_0238.jpg,0.0
train/8598468389_9a841ce08d.jpg,0.0
new_train/ava_cityscapes_1531.jpg,0.0
new_test/ava_seascapes_0979.jpg,0.0
new_train/5K_Auto_0887.jpg,0.0
new_train/ava_landscapes_1671.jpg,0.0
new_train/5K_C_0374.jpg,0.0
new_train/5K_C_1851.jpg,0.0
new_test/5K_C_1818.jpg,1.0
train/27454986092_bfe7fee480_b.jpg,0.0
train/8614035693_5ae0cae6e2.jpg,0.0
train/3059770186_bdc5afeafd.jpg,0.0
new_train/5K_C_3620.jpg,0.0
new_train/HDR_auto_1540.jpg,0.0
new_train/ava_cityscapes_1348.jpg,0.0
new_train/5K_C_3303.jpg,0.0
new_test/5K_C_4128.jpg,0.0
test/118998034_73fbe554ec.jpg,0.0
new_train/ava_family_1885.jpg,0.0
new_train/HDR_auto_1184.jpg,0.0
new_train/5K_C_0238.jpg,0.0
train/2116206272_801cafa67f.jpg,0.0
new_train/ava_sky_0033.jpg,0.0
new_train/5K_Auto_0614.jpg,0.0
train/9768269296_ef6599ff9e.jpg,0.0
new_train/5K_C_1644.jpg,0.0
new_train/HDR_final_0227.jpg,0.0
new_train/HDR_final_1134.jpg,0.0
new_train/ava_sky_0261.jpg,0.0
new_train/ava_landscapes_0303.jpg,0.0
new_train/ava_family_1510.jpg,0.0
train/4967004989_0133a27360_b.jpg,0.0
new_train/ava_food_0520.jpg,1.0
new_train/ava_family_1174.jpg,0.0
new_train/ava_family_0171.jpg,1.0
new_train/ava_sky_0399.jpg,0.0
new_train/5K_Auto_1468.jpg,1.0
new_train/ava_cityscapes_0104.jpg,0.0
new_train/5K_C_1586.jpg,0.0
train/27519402006_091ae3b42a_b.jpg,0.0
new_train/ava_blur_0099.jpg,0.0
train/4563042771_c453d6e40d.jpg,0.0
train/3418073970_802a4d340e.jpg,0.0
test/4687901518_2a6fd1dd24.jpg,0.0
new_train/5K_C_2908.jpg,0.0
train/2500142502_e4ddf4148f.jpg,0.0
train/4158736318_f912fa5091.jpg,0.0
new_train/ava_family_0550.jpg,0.0
new_train/ava_cityscapes_1678.jpg,0.0
train/7341256536_997958c499.jpg,1.0
train/2478575482_9cf8725379.jpg,0.0
new_train/ava_landscapes_1601.jpg,0.0
new_train/ava_landscapes_1721.jpg,1.0
new_test/ava_sky_0680.jpg,0.0
new_train/5K_Auto_0890.jpg,0.0
new_train/5K_C_1877.jpg,0.0
train/14197112589_f0ebfeed6f_b.jpg,0.0
train/14620521483_942e2fb4a8_b.jpg,1.0
train/5912706200_6a7ac5e448.jpg,0.0
new_train/5K_Auto_0793.jpg,0.0
train/2322745704_1547863a89.jpg,0.0
new_train/HDR_final_1352.jpg,0.0
new_train/ava_sky_0440.jpg,0.0
train/7952091214_000c210fb0.jpg,0.0
test/8146013437_5e4921713f.jpg,1.0
new_train/ava_family_0035.jpg,0.0
new_train/HDR_final_1416.jpg,0.0
new_train/5K_C_1352.jpg,0.0
new_train/5K_C_4126.jpg,0.0
train/5043830968_b548246245.jpg,0.0
new_train/ava_family_1955.jpg,0.0
new_train/5K_C_2053.jpg,0.0
new_train/5K_C_1200.jpg,0.0
train/5842223384_333461687e.jpg,0.0
new_train/5K_C_0633.jpg,0.0
new_train/ava_cityscapes_0310.jpg,0.0
new_train/ava_landscapes_0696.jpg,0.0
train/2349623993_e2d5cf9487.jpg,0.0
train/5459246164_389dc05edb_b.jpg,1.0
train/432574996_c47a15e201.jpg,0.0
train/3351410318_ddd7b24afc.jpg,0.0
new_train/HDR_final_0167.jpg,0.0
train/4563933044_b2eefcc59c.jpg,0.0
new_train/HDR_final_0664.jpg,0.0
new_train/HDR_final_0553.jpg,0.0
new_train/5K_C_1065.jpg,0.0
test/3698859753_04b1246cde.jpg,1.0
new_train/5K_Auto_1897.jpg,0.0
new_train/5K_C_2248.jpg,0.0
